,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
5109,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3316-pop-miraflores-lima-lima-ee-inmobiliaria,POP,-12.1316203,-77.0224643,Calle San Ignacio de Loyola 692,Miraflores,En planos,"31 de Julio, 2026",Banco Interbank,"['Lobby', 'Sala Bar', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 02,Pisos: Entre 2 al 17,2,61.76 m2,"S/ 509,600"
4814,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3327-colon-524-miraflores-lima-lima-constructora-magnifica,Colón 524,-12.1282973,-77.031466,Colón 524,Miraflores,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Otros']",flat,TIPO Y05,Pisos: 6 y 8,2,75.30 m2,"$ 205,700"
1805,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2385-edificio-altaurora-surquillo-lima-lima-la-venturosa,Edificio Altaurora,-12.120276422356577,-77.00656777460695,Tomas marsano 1921,Surquillo,En construcción,"30 de Septiembre, 2024",Banco BCP,"['Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza']",flat,TIPO 2-A,Piso: 1,2,59.54 m2,"S/ 418,407"
3821,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2378-balboa-santiago-de-surco-lima-lima-ee-inmobiliaria,BALBOA,-12.1392673108345,-77.00708931757849,"P.º de la Republica 6715, Santiago de Surco",Santiago De Surco,Entrega inmediata,"30 de Junio, 2024",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 601 y 701,Pisos: 6 y 7,3,71.91 m2,"S/ 434,018"
965,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3231-denim-miraflores-lima-lima-esparq-inversiones,DENIM,-12.1125035,-77.03057799999999,Calle Tarapacá 140,Miraflores,En planos,"01 de Marzo, 2026",BBVA,"['Lobby', 'Piscina', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 2C,Piso: 2,3,83.48 m2,"$ 188,000"
5970,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2763-belisario-967-lince-lima-lima-grupo-sol,Belisario 967,-12.0832017,-77.0444768,Jiron Belisario flores 967 - 973,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,101,Piso: 1,2,91.45 m2,"S/ 645,000"
1362,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2990-friendz-2-chorrillos-lima-lima-hl-desarrollos-inmobiliarios,Friendz 2,-12.175152772790474,-77.00200867335236,Jr. Andromeda Mz J Lote 3,Chorrillos,En construcción,"31 de Mayo, 2025",Banco Pichincha,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 3,Piso: 5,3,82.56 m2,"S/ 394,430"
1026,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,Taller,-12.1129038,-77.0465743,CALLE TORIBIO POLO 450,Miraflores,En planos,"31 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Zona de Parrillas']",flat,14,"Pisos: 3, 6, 10",2,66.88 m2,"S/ 587,652"
2301,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3260-parque-el-rosal-santiago-de-surco-lima-lima-ee-inmobiliaria,Parque El Rosal,-12.13059282199658,-77.01323722680347,Jr. Juan Santos Atahualpa 150,Santiago De Surco,En planos,"31 de Julio, 2025",Banco BCP,['Lobby'],flat,TIPO 1,"Pisos: 2, 3, 4, 5",3,84.31 m2,"$ 175,500"
5200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X209,Piso: 2,2,66.84 m2,"S/ 374,000"
94,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1075-gallery-san-isidro-lima-lima-grupo-t&c,GALLERY,-12.0953578,-77.0536753,Av. Javier Prado Oeste 2173-2177-2165,San Isidro,Entrega inmediata,"01 de Enero, 2023",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Piso:,1,109.16 m2,"S/ 680,741"
5708,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3374-buena-vista-211-san-borja-lima-lima-crearte-inmobiliaria,Buena Vista 211,-12.1077566,-76.97984869999999,Av. Buena Vista 211,San Borja,En planos,"31 de Diciembre, 2025",BBVA,"['Lobby', 'Otros']",flat,TIPO X01,"Pisos: 2, 3, 4",3,127.90 m2,"$ 268,590"
2294,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2494-proyecto-vanguardia-magdalena-del-mar-lima-lima-fai-inmobiliaria,Proyecto Vanguardia,-12.0974202,-77.0707702,Av del Ejercito 251 Magdalena,Magdalena Del Mar,En planos,"30 de Noviembre, 2025",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,ATIPICO X3,Piso: 16,3,72.20 m2,"S/ 520,668"
5663,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2587-bertolotto-etapa-iii-san-miguel-lima-lima-grupo-tyc,Bertolotto - Etapa III,-12.0915197,-77.0828203,Av. Bertolotto 760,San Miguel,En construcción,"31 de Julio, 2024","Banco BCP, BBVA","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,E3 2 AL 3 TIPO 6,Piso: 3,2,43.14 m2,"S/ 304,161"
5489,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3323-aramburu-living-san-isidro-lima-lima-grupo-t&c,ARAMBURU LIVING,-12.102394,-77.0248317,Av. Aramburú 535. San Isidro,San Isidro,En planos,"30 de Abril, 2027",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,11,Pisos: Entre 2 al 22,1,42.84 m2,"S/ 333,712"
881,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X206,Piso: 2,2,56.80 m2,"S/ 302,000"
5079,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 17,-12.07698935103604,-76.98725551026023,Calle Los Olmos con Los Helechos,Ate,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 5,Piso: 8,2,52.68 m2,"S/ 350,000"
2131,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,NOBEL,-12.0931465,-77.0598143,Av. Javier Prado 881,Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,Tipo 2301,Piso: 23,3,163.34 m2,"S/ 1,225,231"
4282,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 710,Piso: 7,2,68.93 m2,"S/ 551,000"
5125,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 1301 y 1401,Pisos: 13 y 14,1,45.68 m2,"S/ 305,246"
6437,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1993-s14-apartments-cercado-de-lima-lima-lima-urbana-per%C3%BA,S14 Apartments,-12.079079,-77.0350193,Avenida Arequipa N°1437,Cercado de lima,En construcción,"30 de Septiembre, 2024",Banco BANBIF,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,Y04,Piso: 20,1,81.72 m2,"S/ 464,832"
2878,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3006-los-parques-de-san-juan-san-juan-de-lurigancho-lima-lima-besco,LOS PARQUES DE SAN JUAN,-12.0178544,-76.9985631,Av. Portada Del Sol N°870 / 1050,San Juan De Lurigancho,En planos,"31 de Diciembre, 2024",BBVA,"['Areas verdes', 'Club House', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,ETAPA 2 - TORRE 4 - FLAT - Tipo 6,Pisos: Entre 2 al 14,2,64.60 m2,"S/ 250,100"
284,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1974-invent-chorrillos-chorrillos-lima-lima-invent,Invent Chorrillos,-12.1661626,-77.0245367,Calle José Olaya 225,Chorrillos,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 9,Piso: 11,1,38.10 m2,"S/ 248,517"
2386,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1158-costanera-29-san-miguel-lima-lima-grupo-t&c,COSTANERA 29,-12.078639639486802,-77.11086461069947,Av. Costanera 2996,San Miguel,En planos,"30 de Marzo, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,tipo 2,Pisos: Entre 2 al 15,1,34.46 m2,"S/ 332,311"
3867,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2894-patriotas-san-miguel-san-miguel-lima-lima-proyec-inmobiliaria,PATRIOTAS SAN MIGUEL,-12.077819567312677,-77.096493236327,Av. Los Patriotas 305,San Miguel,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,2,Pisos: Entre 2 al 17,2,59.12 m2,"S/ 365,490"
6056,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3300-bolona-1250-miraflores-lima-lima-ee-inmobiliaria,Boloña 1250,-12.1184027,-77.0093277,Av. Roca y Boloña 1250,Miraflores,En planos,"30 de Septiembre, 2025",Banco BCP,['Lobby'],duplex,Dúplex 802,Piso: 8,2,168.33 m2,"$ 257,000"
4826,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3362-edificio-blend-jesus-maria-lima-lima-lugano,EDIFICIO BLEND,-12.071545669307062,-77.04686880983182,AVENIDA HORACIO URTEAGA 1060,Jesus Maria,En planos,"30 de Enero, 2027",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,4,Pisos: Entre 2 al 17,3,65.64 m2,"S/ 461,600"
3125,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2327-inclan-383-miraflores-lima-lima-capac-asociados,Inclan 383,-12.1161282,-77.0315061,Inclan 383,Miraflores,En construcción,"31 de Marzo, 2025",Banco BCP,"['Lobby', 'Otros']",duplex,Duplex Tipo 1,Piso: 2,3,103.54 m2,"S/ 1,023,839"
76,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2122-liv-385-miraflores-lima-lima-danfra-inmobiliaria,Liv 385,-12.12495086848081,-77.02245205033186,Av. Casimiro Ulloa 385,Miraflores,Entrega inmediata,"31 de Agosto, 2023",Banco BCP,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo 1,Piso: 1,3,208.43 m2,"$ 336,668"
2111,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1773-vidal-140-miraflores-lima-lima-pionero-inmobiliaria,VIDAL 140,-12.114574522868692,-77.02931795356658,"General Vidal 140, con Av. Arequipa cuadra 49",Miraflores,Entrega inmediata,"31 de Diciembre, 2022","Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Lobby', 'Sala Bar', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Piso: 6,1,71.89 m2,"S/ 561,630"
2596,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3115-propio-jesus-maria-lima-lima-vivans-inmobiliaria,PROPIO,-12.0734674,-77.0383251,Jr. Camilo Carrillo 214,Jesus Maria,Entrega inmediata,"31 de Julio, 2023",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO G,Piso: 6,3,77.17 m2,"S/ 547,900"
5601,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,207,Piso: 2,3,60.50 m2,"S/ 336,683"
3275,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2121-amancae-miraflores-lima-lima-abril-grupo-inmobiliario,Amancae,-12.1192905,-77.0393519,Av. Pardo 1051,Miraflores,Entrega inmediata,"29 de Marzo, 2024",Banco Scotiabank,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,AMA-A-802,Piso: 8,3,114.46 m2,"S/ 980,302"
5259,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,Piknik Park,-12.120166280699031,-77.02497511242711,Avenida Paseo de la republica 5613,Miraflores,En construcción,"31 de Julio, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,3,"Pisos: 3, 4, 5, 6, 8",1,41.14 m2,"S/ 390,800"
3191,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2799-gala-bre%C3%B1a-lima-lima-inversiones-tierra-blanca,GALA,-12.0597544,-77.0535185,Pasaje Mariano Melgar N° 200,Breña,En construcción,"31 de Julio, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 1-C,Piso: 14,3,106.80 m2,"S/ 519,900"
3656,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 98,Piso: 5,3,54.87 m2,"S/ 85,695"
405,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2905-bravo-san-borja-lima-lima-grupo-mg,Bravo,-12.102983625557233,-77.01111322460335,Av. Parque Sur 750,San Borja,En construcción,"31 de Mayo, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza']",flat,5,"Pisos: 3, 4, 5, 6, 7",3,88.77 m2,"S/ 779,100"
4349,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3197-luzzo-family-homes-cerro-colorado-arequipa-arequipa-anden,LUZZO Family Homes,-16.3702875,-71.5564844,"JCHV+VCJ, Arequipa 04017",Cerro Colorado,En planos,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,T11,Piso: 10,3,141.51 m2,"$ 157,397"
4741,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,202,Piso: 2,3,71.89 m2,"S/ 672,000"
3637,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 79,Piso: 5,3,54.87 m2,"S/ 85,695"
640,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3011-torre-castelo-cercado-de-lima-lima-lima-capac-asociados,TORRE CASTELO,-12.07758526037867,-77.03489898523888,"Teodoro Cardenas 244, Santa Beatriz",Cercado de lima,En planos,"31 de Octubre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería']",flat,X06C,Pisos: 21 y 22,2,52.50 m2,"S/ 331,579"
5430,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2716-libre-san-miguel-lima-lima-grupo-brocksa,Libre,-12.079435812411148,-77.10373403992337,Av. Libertad 2391,San Miguel,En construcción,"30 de Septiembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO B 2 DORMITORIOS,Pisos: 2 y 3,2,50.00 m2,"S/ 283,500"
4058,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO W,Piso: 2,1,44.85 m2,"S/ 328,253"
4047,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO C,Piso: 1,2,85.38 m2,"S/ 538,640"
880,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X203,Piso: 2,1,39.48 m2,"S/ 206,000"
4627,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2262-magnolia-pueblo-libre-lima-lima-paz,Magnolia,-12.066974793028786,-77.05592033381981,Avenida Mariano Cornejo 715,Pueblo Libre,Entrega inmediata,"15 de Abril, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,9,Pisos: 12 y 14,3,73.41 m2,"S/ 441,054"
2618,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2194-elant-fase-2-la-victoria-lima-lima-grupo-lar,Elant Fase 2,-12.0821778,-77.02581760000001,"Av. Canadá 185, La Victoria",La Victoria,En construcción,"31 de Diciembre, 2024",Banco Scotiabank,"['Areas verdes', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Modelo 2 - Fase 2 (B-02),Pisos: Entre 2 al 26,3,61.55 m2,"S/ 490,059"
3635,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 77,Piso: 4,3,54.74 m2,"S/ 85,695"
1007,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2410-hito-pueblo-libre-lima-lima-avenir-grupo-inmobiliario,HITO,-12.071739413407638,-77.06970118841005,Av. Simón Bolívar 1484,Pueblo Libre,Entrega inmediata,"30 de Junio, 2024",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO - X01 A,Pisos: 18 y 20,3,78.50 m2,"S/ 540,000"
5092,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2212-garzon-jesus-maria-lima-lima-my-home,Garzón,-12.0657477,-77.04443169999999,Avenida General Eugenio Garzón 550 Jesús María,Jesus Maria,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 1,Pisos: Entre 10 al 17,3,78.38 m2,"S/ 484,000"
1308,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2459-el-bosque-san-borja-lima-lima-ee-inmobiliaria,El Bosque,-12.0973776,-77.0102592,Av. Parque Norte 1112,San Borja,Entrega inmediata,"30 de Noviembre, 2023",Banco Interbank,"['Areas verdes', 'Lobby']",duplex,Duplex 804,Piso: 8,3,190.02 m2,"$ 310,000"
2133,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2684-la-paz-2173-san-miguel-lima-lima-mc-inversiones-inmobiliarias,LA PAZ 2173,-12.081141806124323,-77.10300564321362,Av. La Paz 2173 san Miguel,San Miguel,En construcción,"31 de Octubre, 2024",Banco Scotiabank,"['Área de juegos para niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1,Pisos: 2 y 5,3,81.00 m2,"S/ 434,685"
